Band,BW,Tx_Freq,Chan,Tx_level,Measured_Power,E_-1,E_+1,U_-1,U_+1,U_-2,U_+2,EVM,Freq_Err,IQ_OFFSET,RB_num,RB_start,MCS,Type,Tx_Path,SCS(KHz),RB_STATE,Sync_Path,AS_SRS_Path,Current(mA),Condition,Temp0,Temp1,Voltage_mipi,FBRX power,MIPI read
78,100,3550000,ch1,26,25.19315,-41.82232,-42.48811,-53.2189,-53.0005,-53.45371,-53.44913,1.839123,-20.49156,-62.83327,135,67,Q16,DFTS,TX1,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3750000,ch2,26,25.16412,-42.17087,-42.69073,-53.21184,-53.74359,-54.11464,-54.67842,1.935223,-7.323329,-66.68115,135,67,Q16,DFTS,TX1,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3350000,ch0,26,24.32659,-39.64983,-40.50051,-49.11325,-51.39197,-53.51443,-53.50164,2.019749,-2.106807,-63.91388,270,0,Q16,DFTS,TX1,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3550000,ch1,26,24.42636,-40.8189,-42.0964,-49.77221,-52.14203,-55.15642,-55.53325,1.694985,-10.90777,-63.87669,270,0,Q16,DFTS,TX1,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3750000,ch2,26,24.25921,-40.88909,-41.2686,-49.22613,-51.25581,-54.11597,-53.85703,1.960145,-3.794842,-61.88805,270,0,Q16,DFTS,TX1,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3350000,ch0,26,24.19051,-40.50298,-40.65207,-50.66122,-50.15092,-51.4324,-51.187,2.860951,3.330057,-44.41196,137,68,Q16,CP,TX1,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3550000,ch1,26,24.29741,-40.71969,-41.13056,-50.52726,-49.75927,-51.37239,-50.88258,2.949887,-0.1133247,-48.04274,137,68,Q16,CP,TX1,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3750000,ch2,26,24.19826,-41.25779,-41.67272,-51.57156,-51.94923,-52.46614,-52.78114,2.737525,0.0326244,-52.2823,137,68,Q16,CP,TX1,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3350000,ch0,26,23.15801,-38.39378,-38.97472,-47.4116,-47.73692,-51.54572,-51.55476,2.630721,5.129274,-46.60879,273,0,Q16,CP,TX1,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3550000,ch1,26,23.37438,-39.50392,-40.31024,-47.94102,-47.75272,-52.19046,-52.11406,2.471527,8.0768,-46.51624,273,0,Q16,CP,TX1,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3750000,ch2,26,23.19806,-39.44668,-39.85169,-47.28466,-47.55274,-51.10662,-51.59097,2.664836,-1.603525,-47.44579,273,0,Q16,CP,TX1,30,OUTER_FULL,Main,,,LTHV,,,,,
48,100,3600000,ch0,26,22.92051,-41.18621,-40.92444,-52.63989,-53.02313,-52.99969,-52.76217,1.734191,11.90909,-63.0866,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
48,100,3625000,ch1,26,23.0202,-41.42774,-41.25395,-53.10433,-53.50813,-53.50771,-53.36112,1.694231,-17.5629,-63.41055,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
48,100,3650000,ch2,26,22.97585,-40.91728,-40.88415,-51.85319,-52.09433,-52.18199,-52.28534,1.924706,14.13436,-64.83878,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
48,100,3600000,ch0,26,22.03985,-39.81124,-40.0276,-48.99132,-50.88432,-52.55821,-53.20281,1.82091,16.70935,-63.76198,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
48,100,3625000,ch1,26,22.12357,-39.93213,-40.12416,-49.024,-51.15388,-52.36514,-53.36977,1.862142,26.65622,-60.61285,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
48,100,3650000,ch2,26,22.05633,-39.95692,-40.07008,-49.05544,-51.06993,-52.58831,-53.29676,1.926594,3.788655,-61.49785,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
48,100,3600000,ch0,26,21.98473,-40.4224,-40.13139,-51.80728,-51.69193,-52.15134,-51.98094,2.010561,20.03718,-50.23188,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
48,100,3625000,ch1,26,22.08763,-40.58538,-40.42618,-51.89656,-51.80413,-52.48558,-52.43326,2.036754,37.8799,-48.53065,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
48,100,3650000,ch2,26,22.07935,-40.06056,-39.9617,-50.21217,-50.35055,-51.05138,-51.14742,2.313761,23.9235,-47.03199,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
48,100,3600000,ch0,26,20.99557,-38.72198,-38.53465,-47.86239,-47.61712,-51.2286,-51.44612,2.306166,0.09356872,-46.81706,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
48,100,3625000,ch1,26,21.10359,-38.77695,-38.58728,-47.85362,-47.69276,-51.2442,-51.45443,2.30348,-5.501901,-45.7719,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
48,100,3650000,ch2,26,21.05392,-38.65334,-38.37184,-47.78751,-47.66772,-51.23398,-51.26659,2.318655,-6.209189,-46.35887,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
77,100,3350000,ch0,26,23.86907,-42.45633,-41.86715,-54.65401,-54.48254,-55.27953,-54.65179,2.120149,34.04584,-60.84608,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
77,100,3750000,ch1,26,24.0268,-42.7222,-42.47452,-55.11893,-55.11365,-55.79517,-55.03278,1.704851,13.23038,-66.33755,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
77,100,4150000,ch2,26,23.92433,-41.66309,-41.60619,-52.83525,-53.80034,-53.68419,-54.21297,1.933427,12.37655,-69.32433,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
77,100,3350000,ch0,26,22.90587,-38.58118,-38.64597,-47.64388,-49.39628,-50.2895,-50.85227,2.570825,-2.840292,-57.20848,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
77,100,3750000,ch1,26,23.16956,-40.41242,-40.52316,-49.25884,-51.33469,-53.2516,-53.59052,1.938254,-27.71792,-58.26893,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
77,100,4150000,ch2,26,23.09289,-38.62429,-39.03846,-48.21913,-50.59934,-51.38173,-52.66356,2.099924,-8.738087,-63.77016,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
77,100,3350000,ch0,26,22.80908,-41.41265,-40.85099,-53.26374,-52.89092,-54.1245,-53.41448,2.390654,25.55551,-41.67906,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
77,100,3750000,ch1,26,23.13175,-42.01932,-41.74041,-54.6995,-54.23995,-54.96024,-54.5608,2.107558,-8.579799,-44.90921,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
77,100,4150000,ch2,26,22.9418,-40.73881,-40.63291,-52.07021,-52.43133,-52.8399,-53.22811,2.283411,-18.00614,-51.75207,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
77,100,3350000,ch0,26,21.92105,-37.97696,-37.38026,-46.88625,-46.723,-49.61889,-49.42861,2.817624,-6.138875,-42.3515,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
77,100,3750000,ch1,26,22.17155,-39.32167,-39.12812,-47.89752,-47.83037,-51.72666,-51.67753,2.365485,2.11075,-45.80246,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
77,100,4150000,ch2,26,21.96789,-37.37268,-37.42116,-46.82113,-47.20704,-49.64857,-50.19784,2.545464,-1.584484,-46.15345,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3350000,ch0,26,23.84069,-42.38111,-41.77766,-54.38617,-54.15503,-55.04041,-54.42842,2.137173,8.688676,-61.28002,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3550000,ch1,26,24.01224,-42.20162,-42.44616,-54.85118,-55.35283,-55.29327,-55.04776,1.534017,31.68348,-63.6502,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3750000,ch2,26,24.09286,-42.77104,-42.5602,-55.14698,-55.21282,-55.80811,-55.08009,1.69848,18.27254,-67.49005,135,67,Q16,DFTS,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3350000,ch0,26,22.88578,-38.503,-38.46887,-47.49451,-49.24374,-50.10262,-50.60254,2.505532,10.63362,-57.80011,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3550000,ch1,26,23.10541,-39.57219,-39.44264,-49.01389,-50.02403,-52.02625,-51.83686,1.942066,4.168139,-63.81285,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3750000,ch2,26,23.12616,-40.25893,-40.42604,-49.15309,-51.24442,-53.01882,-53.49751,1.952417,14.03337,-57.9437,270,0,Q16,DFTS,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3350000,ch0,26,22.87147,-41.50049,-40.87109,-53.5401,-53.07793,-54.26678,-53.67007,2.404909,1.554055,-43.00587,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3550000,ch1,26,23.08633,-40.82712,-41.02295,-52.64417,-52.82671,-53.10382,-53.1632,2.207378,11.95439,-50.85501,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3750000,ch2,26,23.07573,-41.87746,-41.60092,-54.32417,-53.94605,-54.79776,-54.30454,2.088867,22.0984,-46.74038,137,68,Q16,CP,TX2,30,INNER_FULL,Main,,,LTHV,,,,,
78,100,3350000,ch0,26,21.894,-37.8242,-37.35723,-46.75224,-46.63248,-49.33881,-49.28084,2.83867,21.8933,-42.44778,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3550000,ch1,26,22.10535,-38.22255,-37.95745,-47.52365,-46.9604,-50.58512,-50.18831,2.453839,-10.16775,-47.76888,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
78,100,3750000,ch2,26,22.19398,-39.27957,-39.1138,-47.89577,-47.94408,-51.70514,-51.64766,2.352225,-15.57791,-43.6805,273,0,Q16,CP,TX2,30,OUTER_FULL,Main,,,LTHV,,,,,
48,100,3600000,ch0,26,21.34095,-41.27045,-41.63437,-54.92551,-55.04132,-54.99365,-55.15965,1.670636,-15.56632,-70.10695,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3625000,ch1,26,21.29062,-41.30691,-41.58815,-55.25334,-55.11682,-55.29589,-55.43923,1.64952,-12.12908,-72.12653,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3650000,ch2,26,21.22026,-41.2324,-41.55425,-55.3355,-55.21706,-55.48318,-55.35777,1.686855,17.49153,-69.32465,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3600000,ch0,26,21.29262,-40.69049,-41.0928,-51.05413,-51.87648,-54.50882,-54.45398,1.76575,2.750338,-70.9549,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3625000,ch1,26,21.24443,-40.80763,-41.12048,-51.12812,-52.24502,-54.72544,-55.04662,1.773797,-24.91042,-73.09742,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3650000,ch2,26,21.25654,-40.97192,-41.15805,-51.15909,-52.47136,-55.17656,-54.99763,1.782759,-21.76982,-73.69115,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3600000,ch0,26,20.3755,-40.35083,-40.68886,-54.38808,-54.22494,-54.49953,-54.2249,2.154028,16.75321,-49.77001,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3625000,ch1,26,20.31287,-40.39687,-40.65971,-54.4067,-54.38118,-54.2759,-54.40959,2.118564,-13.77093,-51.0742,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3650000,ch2,26,20.24719,-40.24019,-40.58569,-54.32217,-54.44656,-54.24606,-54.41402,2.103327,-32.43164,-50.73309,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3600000,ch0,26,20.3592,-39.63141,-39.88142,-48.44994,-48.44226,-52.73042,-52.41244,2.351416,3.775532,-53.32178,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3625000,ch1,26,20.34229,-39.66171,-39.92619,-48.51669,-48.76397,-52.73133,-52.89405,2.326163,21.57782,-52.32488,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3650000,ch2,26,20.29968,-39.65727,-39.96083,-48.43667,-48.99846,-52.92734,-53.15172,2.32552,22.84968,-51.72921,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,3350000,ch0,26,23.17369,-42.67089,-42.51018,-55.79231,-55.16816,-56.53993,-55.51992,1.915426,-17.6492,-67.40516,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,3750000,ch1,26,23.27468,-43.05614,-43.00049,-54.92717,-55.48906,-55.94867,-56.3465,1.867082,5.788062,-71.61504,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,4150000,ch2,26,23.1162,-42.26583,-42.28493,-54.05194,-54.60064,-55.32216,-55.77915,2.136855,-54.41446,-70.75675,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,3350000,ch0,26,23.16184,-40.50124,-41.12195,-50.43997,-51.86782,-54.14377,-54.16268,2.003613,-33.58507,-70.33817,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,3750000,ch1,26,23.35973,-41.63548,-41.45682,-50.62018,-51.80364,-54.27914,-54.16271,1.930353,-4.88768,-74.7558,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,4150000,ch2,26,23.07601,-40.8746,-41.15434,-50.31853,-51.55943,-53.51518,-53.86456,2.214715,5.314378,-77.61581,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,3350000,ch0,26,22.12937,-42.25844,-41.62226,-55.38104,-54.50633,-55.60642,-54.59274,2.307243,-30.54843,-49.38116,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,3750000,ch1,26,22.22176,-42.37024,-42.03749,-54.86522,-55.03637,-55.5031,-55.42962,2.449085,5.943779,-61.09087,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,4150000,ch2,26,22.18156,-41.49566,-41.51381,-54.26665,-54.60297,-54.8915,-54.91435,2.655417,13.50414,-52.19955,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,3350000,ch0,26,22.10974,-39.98686,-39.9205,-47.95552,-48.48607,-52.56955,-52.22466,2.518539,1.001172,-51.33955,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,3750000,ch1,26,22.33268,-40.1331,-40.26291,-47.41109,-48.31874,-51.50356,-51.8988,2.655463,9.131313,-56.59628,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,4150000,ch2,26,22.10873,-39.77333,-39.98673,-47.66188,-48.23272,-51.64825,-51.82955,2.791345,-11.68975,-55.5288,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3350000,ch0,26,23.08614,-42.57149,-42.54799,-55.73628,-55.14047,-56.34567,-55.66572,1.870262,-4.554515,-73.27818,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3550000,ch1,26,23.34526,-43.1968,-43.73032,-56.72037,-56.93778,-56.85811,-57.08552,1.615293,27.87202,-70.81787,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3750000,ch2,26,23.29907,-43.20741,-42.94635,-55.13482,-55.49383,-56.40894,-56.07371,1.871102,-12.61306,-72.02534,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3350000,ch0,26,23.15471,-40.63276,-41.05779,-50.53912,-51.91131,-54.17012,-54.11665,1.983111,12.08744,-70.8213,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3550000,ch1,26,23.34504,-41.89071,-42.47747,-51.42482,-52.91211,-56.20015,-56.15411,1.69235,-5.263497,-71.77544,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3750000,ch2,26,23.38654,-41.5486,-41.4878,-50.568,-51.66462,-54.18867,-54.15911,1.9485,51.23028,-74.04492,270,0,Q64,DFTS,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3350000,ch0,26,22.14669,-41.73146,-41.61264,-55.37807,-54.63528,-55.69305,-54.65331,2.326124,23.59113,-49.70821,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3550000,ch1,26,22.28691,-42.07224,-42.66274,-55.80976,-56.07167,-55.88873,-55.9709,2.089695,37.19727,-55.99576,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3750000,ch2,26,22.35114,-42.37846,-42.16624,-54.69985,-54.78646,-55.37207,-55.34043,2.483156,-52.01724,-56.84514,137,68,Q64,CP,TX1,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3350000,ch0,26,22.23579,-39.64953,-39.82568,-47.85644,-48.41052,-52.2594,-52.22012,2.530163,-27.03601,-51.58115,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3550000,ch1,26,22.39598,-40.80309,-41.16308,-48.72397,-48.97195,-53.76436,-53.65515,2.277059,55.3856,-52.04401,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3750000,ch2,26,22.3396,-40.06497,-40.28865,-47.42579,-48.25945,-51.51468,-52.07344,2.634753,-19.11694,-54.269,273,0,Q64,CP,TX1,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3600000,ch0,26,20.78852,-41.03181,-41.03839,-53.89746,-54.20809,-54.24418,-54.53847,1.5015,-0.2346013,-70.36776,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3625000,ch1,26,20.81357,-41.04572,-41.01266,-54.09614,-54.46591,-54.28247,-54.56638,1.497513,-13.46722,-74.7478,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3650000,ch2,26,20.80597,-41.13205,-41.02225,-54.45023,-54.54827,-54.32414,-54.5389,1.495721,-18.18012,-75.19063,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3600000,ch0,26,20.82409,-40.11607,-40.36427,-50.33487,-51.60513,-52.994,-53.69934,1.662327,3.22594,-72.66925,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3625000,ch1,26,20.8593,-40.28987,-40.47341,-50.55385,-51.80007,-53.33919,-54.00428,1.659232,-25.4021,-80.03709,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3650000,ch2,26,20.73007,-40.31466,-40.37497,-50.62801,-51.90654,-53.55099,-54.14209,1.680833,-9.628317,-73.61829,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3600000,ch0,26,19.82847,-40.09866,-40.07901,-53.05899,-53.44318,-53.16969,-53.44893,1.962012,-11.40222,-52.13637,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3625000,ch1,26,19.88489,-40.1523,-40.07255,-53.26928,-53.27345,-53.03573,-53.42244,1.90589,-35.28021,-50.2171,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3650000,ch2,26,19.86267,-40.13425,-40.05315,-53.08337,-53.27276,-53.25693,-53.32578,1.88441,-8.372043,-49.36287,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
48,100,3600000,ch0,26,19.88623,-39.12961,-39.31198,-48.27987,-48.54132,-51.67513,-52.35162,2.191462,29.54149,-53.57359,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3625000,ch1,26,19.92177,-39.24502,-39.26134,-48.31333,-48.71069,-52.13008,-52.58149,2.165884,36.44536,-52.50124,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3650000,ch2,26,19.86946,-39.19753,-39.14988,-48.49245,-48.66235,-52.1675,-52.4107,2.151696,-19.20153,-50.32454,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,3350000,ch0,26,22.17432,-42.25995,-42.08039,-56.31978,-55.38913,-56.44988,-55.42484,1.780546,-13.17315,-71.88912,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,3750000,ch1,26,22.31298,-42.42113,-42.26678,-54.70411,-54.68765,-55.63344,-55.59092,1.713562,6.76854,-71.27222,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,4150000,ch2,26,22.11304,-41.59063,-41.52501,-53.58647,-54.49996,-54.60726,-55.04032,1.997965,36.4451,-62.34106,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,3350000,ch0,26,22.08675,-41.02305,-40.73778,-51.22476,-52.17937,-54.99369,-54.54386,1.90877,-8.045793,-68.11131,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,3750000,ch1,26,22.26301,-40.7878,-40.74945,-50.54614,-51.77045,-54.0759,-54.01819,1.78722,6.651404,-72.28916,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,4150000,ch2,26,22.08459,-39.64163,-39.9739,-49.9797,-51.52842,-53.1143,-53.64346,2.074063,9.781258,-68.77601,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,3350000,ch0,26,21.05293,-41.18568,-41.01686,-54.98031,-54.23462,-55.42554,-54.18741,2.147162,34.28611,-46.02609,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,3750000,ch1,26,21.15979,-41.36492,-41.17048,-54.56648,-54.27567,-54.765,-54.5992,2.196215,10.25781,-47.59983,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,4150000,ch2,26,20.98083,-40.57084,-40.5087,-53.62801,-54.08883,-53.9378,-54.31391,2.404458,-23.61293,-45.6193,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
77,100,3350000,ch0,26,21.06353,-39.83108,-39.64735,-48.60579,-48.63173,-53.04442,-52.50628,2.370212,-9.775779,-45.3311,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,3750000,ch1,26,21.22319,-39.6872,-39.73831,-48.00579,-48.55216,-52.15173,-52.41444,2.392288,37.7811,-48.78635,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
77,100,4150000,ch2,26,21.14545,-38.56969,-38.94769,-47.37162,-48.12457,-51.0032,-51.65331,2.606527,28.09589,-45.94925,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3350000,ch0,26,22.10585,-42.16155,-41.98241,-56.19631,-55.25256,-56.43011,-55.34173,1.809605,25.2431,-68.57424,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3550000,ch1,26,22.27822,-42.088,-42.5173,-55.45109,-55.53986,-56.01122,-56.11086,1.477055,-6.693062,-73.84746,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3750000,ch2,26,22.23405,-42.30966,-42.15833,-54.63553,-54.72339,-55.71404,-55.41064,1.673507,9.444451,-72.8204,135,67,Q64,DFTS,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3350000,ch0,26,22.12594,-41.01681,-40.77212,-51.16707,-52.10127,-55.28753,-54.46551,1.905164,-7.291663,-66.44568,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3550000,ch1,26,22.35141,-41.0057,-41.45736,-51.10818,-52.2719,-54.88033,-54.98507,1.559572,31.66906,-74.55189,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3750000,ch2,26,22.23321,-40.77387,-40.72645,-50.56485,-51.82309,-53.98892,-54.31533,1.797596,23.16665,-72.59048,270,0,Q64,DFTS,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3350000,ch0,26,21.07852,-41.18565,-41.05603,-55.20452,-54.31921,-55.38407,-54.22817,2.155632,2.972147,-45.2063,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3550000,ch1,26,21.30459,-41.14782,-41.63226,-54.88938,-54.8716,-55.17432,-55.32886,2.068809,21.87272,-72.28656,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3750000,ch2,26,21.2054,-41.41185,-41.24477,-54.7319,-54.20095,-54.87403,-54.56642,2.21456,-38.67946,-47.60931,137,68,Q64,CP,TX2,30,INNER_FULL,Main,,,HTLV,,,,,
78,100,3350000,ch0,26,21.11209,-39.88082,-39.67866,-48.61354,-48.64994,-53.06249,-52.62512,2.374727,19.38952,-45.55721,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3550000,ch1,26,21.30372,-39.82904,-40.04884,-48.61678,-48.65686,-52.94727,-52.95792,2.209832,-16.6543,-58.77521,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
78,100,3750000,ch2,26,21.23701,-39.66325,-39.78531,-47.93129,-48.61098,-52.21173,-52.32063,2.371979,-11.11039,-50.76243,273,0,Q64,CP,TX2,30,OUTER_FULL,Main,,,HTLV,,,,,
48,100,3600000,ch0,26,21.74299,-41.0644,-41.69858,-54.90704,-55.1435,-54.88521,-55.24879,1.581516,-15.27848,-71.44632,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,NTNV,,,,,
48,100,3625000,ch1,26,21.73909,-41.02737,-41.77896,-55.11532,-55.30495,-55.03548,-55.50127,1.536262,20.85139,-69.50462,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,NTNV,,,,,
48,100,3650000,ch2,26,21.68946,-41.0041,-41.74417,-55.07566,-55.38243,-55.11091,-55.42517,1.570057,-5.414921,-66.69324,135,67,Q64,DFTS,TX1,30,INNER_FULL,Main,,,NTNV,,,,,
